id;Город;Тематика - группа;Тематика;Наименование;Короткое наименование;Род деятельности;Основной телефон;classic;min;max;vip;min;max;auto;min;max;travel;min;max;home;min;max;shopping;min;max;health;min;max;Район;Адрес;Телефон;Время работы;www;email;Описание
2246;НОВОСИБИРСК;Медицина;Медицинские центры; Клиника «Сана»;Сана;клиника;;5 %;5.00;5.00;10 %;10.00;10.00;;;;;;;;;;;;;8 %;8.00;8.00;Калининский;ул. А. Невского, 3;(383)271-87-92, 276-85-87 факс: 276-85-88;09.00 - 18.00, выходной - суббота, воскресение.;www.clinicasana.ru;sana-3@mail.ru;"
Мембранный плазмаферез.ЛОР (аппарат «Тонзиллор»), терапевт,  гастроэнтеролог,  эндокринолог,  невролог, гинеколог,гинеколог-эндокринолог, хирург-эндокринолог, хирург-онколог (аппарат «Сургитрон»),дерматолог,  венеролог,  уролог,  аллерголог,  пульмонолог.УЗИ-диагностика суставов, внутренних органов, щитовидной и молочных желез, сосудов шеи и конечностей.Анализы крови (общий и биохимический), определение онкологических маркеров, ДНК-исследования.Оформление санаторно-курортных карт, листков нетрудоспособности.
"
2931;НОВОСИБИРСК;Медицина;Медицинские центры;Медицинский центр «Тет-а-тет»;Тет-а-тет;медицинский центр;(383)302-31-94;10 %;10.00;10.00;15 %;15.00;15.00;;;;;;;;;;;;;;;;Заельцовский;ул. Жуковского, 115;(383) 302-31-94;09.00 - 20.00, суббота, воскресенье - выходной. Вакцинация (иммуноглобулин) ежедневно круглосуточно.;www.tettet.ru;;"Профессиональная медицинская деятельность, квалифицированные врачи и доступные цены!
Осуществляется вакцинация (иммуноглобулин) против клещевого вирусного энцефалита."
244;НОВОСИБИРСК;Медицина;Медицинские центры;Центр слухопротезирования ООО «АУДИОМЕД»;Центр слухопротезирования ООО «АУДИОМЕД»;;;2% на слуховые аппараты.;2.00;2.00;;;;;;;;;;;;;;;;;;;Железнодорожный;ул. 1905 года, 19 (каб. 119);(383) 220-24-13, Факс:(383) 220-24-13;08.30 - 17.00, выходной - суббота, воскресенье.;;medtech@nmb.ru;Реализация и компьютерная настройка слуховых аппаратов, изготовление индивидуальных вкладышей, реализация средств для бытовой адаптации для слабослышащих.
725;НОВОСИБИРСК;Медицина;Оптика;Оптический салон «Enjoy»;Enjoy;оптический салон;;5 %;5.00;5.00;10% - 13%;10.00;13.00;;;;10% на солнцезащитные очки.;10.00;10.00;;;;;;;7 %;7.00;7.00;Ленинский;ул. Ватутина, 13;(383) 346-34-64;10.00 - 19.30, 11.00 - 18.00 в воскресенье.;www.enjoy-nsk.com;enjoy@sibmail.ru;Салон оптики, предлагающий очки и оправы от мировых производителей по очень демократичным ценам. Весь спектр услуг. Контактная коррекция. Консультация врача - офтальмолога.
96;НОВОСИБИРСК;Медицина;Оптика;Оптический салон «VISION EXPRESS»;VISION EXPRESS;оптический салон;;5%, накопление до 15%;5.00;15.00;15 %;15.00;15.00;;;;7%, накопление до 15%;7.00;15.00;;;;;;;7%, накопление до 15%;7.00;15.00;Центральный;ул. Депутатская, 38;(383) 222-03-58, Факс:(383) 222-45-32;10.00 - 20.00, 10.00 - 17.00 в воскресенье.;www.vision-express.ru;nokland@online.sinor.ru;Изготовление, ремонт и реализация изделий очковой оптики. Продажа солнцезащитных очков, аксессуаров. Продажа контактных линз. Продажа контактных линз, услуги врача-офтальмолога.
1152;НОВОСИБИРСК;Медицина;Оптика;Оптический салон «X.OPTICA»;X.OPTICA;Оптический салон;;5 %;5.00;5.00;10 %;10.00;10.00;;;;;;;;;;;;;;;;Кировский;ул. Немировича-Данченко, 142;;10.00 - 20.00 ежедневно;;inox2005@mail.ru;Салон «X.OPTICA» предлагает большой выбор солнцезащитных очков мировых брендов, отличный выбор модных корригирующих оправ, а также услуги по изготовлению очков с использованием линз лучших производителей. Большой ассортимент мягких контактных линз и средств по уходу за ними
2733;НОВОСИБИРСК;Медицина;Оптика;Производственно-медицинский центр  «Зрение»;Зрение;производственно-медицинский центр;(383) 203-35-75;5 %;5.00;5.00;10 %;10.00;10.00;;;;;;;;;;;;;;;;Центральный;ул. Д. Бедного, 19;(383) 203-35-75, 225-78-83;09.00 - 19.00, 10.00 - 18.00 в субботу, воскресение.;www.zrenie-nsk.ru;info@zrenie-nsk.ru;Коллекция оправ и солцезащитных очков  известных торговых марок. Изготовление и ремонт очков. Контактные линзы и аксессуары. Комплексное лечение близорукости у детей.
2735;НОВОСИБИРСК;Медицина;Оптика;Оптический салон «Тамара»;Тамара;оптический салон;(383) 221-95-82;7 %;7.00;7.00;15 %;15.00;15.00;;;;;;;;;;;;;;;;Центральный;ул. Державина, 20;(383) 221-95-82, 221-31-57;10.00 - 19.30, 10.00 -19.00  в субботу, 11.00 - 19.00 в воскресение.;www.salon-tamara.ru;nsk-tamara@ngs.ru;Диагностика зрения, подбор и изготовление оправ и линз, солнцезащитные очки. Бесплатный сервис в течение года.
2735;НОВОСИБИРСК;Медицина;Оптика;Оптический салон «Тамара»;Тамара;оптический салон;(383) 221-95-82;7 %;7.00;7.00;15 %;15.00;15.00;;;;;;;;;;;;;;;;Центральный;Красный проспект, 38;(383) 222-39-80;10.00 - 19.30, 10.00 -19.00  в субботу, 11.00 - 19.00 в воскресение.;www.salon-tamara.ru;nsk-tamara@ngs.ru;Диагностика зрения, подбор и изготовление оправ и линз, солнцезащитные очки. Бесплатный сервис в течение года.
1084;НОВОСИБИРСК;Медицина;Стоматология;Сеть стоматологических клиник «Дентал-Сервис»;Дентал-Сервис;Сеть стоматологических клиник;;"5% , скидка не распространяется на следующие категории услуг: Имплантаты, Абатменты, Материалы и аксессуары, Материалы и мембраны, Гигиенические средства. Ортодонтическое лечение. В случае записи суммы оплаты в долг и в случае оплаты долга на сумму долга
В случае рассрочки оплаты за прием на сумму рассрочки.";5.00;5.00;"10%, скидка не распространяется на следующие категории услуг: Имплантаты, Абатменты, Материалы и аксессуары, Материалы и мембраны, Гигиенические средства. Ортодонтическое лечение. В случае записи суммы оплаты в долг и в случае оплаты долга на сумму долга
В случае рассрочки оплаты за прием на сумму рассрочки.";10.00;10.00;;;;;;;;;;;;;;;;Железнодорожный;ул. Ленина, 17;(383) 218-14-25, 218-77-29;09.00 - 21.00, 09.00 - 15.00 суббота, воскресенье;www.dentservice.ru;office@dentservice.ru;Сеть «Дентал-Сервис» - это 5 клиник и учебный центр «ДентМастер». Самые передовые технологии, лучшие врачи и отличный сервис. За 16 лет работы - безупречная репутация среди профессионалов и настоящее признание у пациентов.
1084;НОВОСИБИРСК;Медицина;Стоматология;Сеть стоматологических клиник «Дентал-Сервис»;Дентал-Сервис;Сеть стоматологических клиник;;"5% , скидка не распространяется на следующие категории услуг: Имплантаты, Абатменты, Материалы и аксессуары, Материалы и мембраны, Гигиенические средства. Ортодонтическое лечение. В случае записи суммы оплаты в долг и в случае оплаты долга на сумму долга
В случае рассрочки оплаты за прием на сумму рассрочки.";5.00;5.00;"10%, скидка не распространяется на следующие категории услуг: Имплантаты, Абатменты, Материалы и аксессуары, Материалы и мембраны, Гигиенические средства. Ортодонтическое лечение. В случае записи суммы оплаты в долг и в случае оплаты долга на сумму долга
В случае рассрочки оплаты за прием на сумму рассрочки.";10.00;10.00;;;;;;;;;;;;;;;;Советский;ул. Героев Труда, 4;(383) 332-66-55, 332-80-00, 89133716655;09.00 - 21.00, 09.00 - 15.00 суббота, воскресенье;www.dentservice.ru;office@dentservice.ru;Сеть «Дентал-Сервис» - это 5 клиник и учебный центр «ДентМастер». Самые передовые технологии, лучшие врачи и отличный сервис. За 16 лет работы - безупречная репутация среди профессионалов и настоящее признание у пациентов.
1084;НОВОСИБИРСК;Медицина;Стоматология;Сеть стоматологических клиник «Дентал-Сервис»;Дентал-Сервис;Сеть стоматологических клиник;;"5% , скидка не распространяется на следующие категории услуг: Имплантаты, Абатменты, Материалы и аксессуары, Материалы и мембраны, Гигиенические средства. Ортодонтическое лечение. В случае записи суммы оплаты в долг и в случае оплаты долга на сумму долга
В случае рассрочки оплаты за прием на сумму рассрочки.";5.00;5.00;"10%, скидка не распространяется на следующие категории услуг: Имплантаты, Абатменты, Материалы и аксессуары, Материалы и мембраны, Гигиенические средства. Ортодонтическое лечение. В случае записи суммы оплаты в долг и в случае оплаты долга на сумму долга
В случае рассрочки оплаты за прием на сумму рассрочки.";10.00;10.00;;;;;;;;;;;;;;;;Железнодорожный;ул. Депутатская, 9;(383) 210-06-89;15.00-21.00 в понедельник, 09.00 - 21.00 вторник-суббота, выходной - воскресенье;www.dentservice.ru;office@dentservice.ru;Сеть «Дентал-Сервис» - это 5 клиник и учебный центр «ДентМастер». Самые передовые технологии, лучшие врачи и отличный сервис. За 16 лет работы - безупречная репутация среди профессионалов и настоящее признание у пациентов.
1084;НОВОСИБИРСК;Медицина;Стоматология;Сеть стоматологических клиник «Дентал-Сервис»;Дентал-Сервис;Сеть стоматологических клиник;;"5% , скидка не распространяется на следующие категории услуг: Имплантаты, Абатменты, Материалы и аксессуары, Материалы и мембраны, Гигиенические средства. Ортодонтическое лечение. В случае записи суммы оплаты в долг и в случае оплаты долга на сумму долга
В случае рассрочки оплаты за прием на сумму рассрочки.";5.00;5.00;"10%, скидка не распространяется на следующие категории услуг: Имплантаты, Абатменты, Материалы и аксессуары, Материалы и мембраны, Гигиенические средства. Ортодонтическое лечение. В случае записи суммы оплаты в долг и в случае оплаты долга на сумму долга
В случае рассрочки оплаты за прием на сумму рассрочки.";10.00;10.00;;;;;;;;;;;;;;;;Ленинский;ул. Блюхера, 30;(383) 314-71-99, 287-71-99;09.00 - 21.00, 09.00 - 15.00 суббота, воскресенье;www.dentservice.ru;office@dentservice.ru;Сеть «Дентал-Сервис» - это 5 клиник и учебный центр «ДентМастер». Самые передовые технологии, лучшие врачи и отличный сервис. За 16 лет работы - безупречная репутация среди профессионалов и настоящее признание у пациентов.
1084;НОВОСИБИРСК;Медицина;Стоматология;Сеть стоматологических клиник «Дентал-Сервис»;Дентал-Сервис;Сеть стоматологических клиник;;"5% , скидка не распространяется на следующие категории услуг: Имплантаты, Абатменты, Материалы и аксессуары, Материалы и мембраны, Гигиенические средства. Ортодонтическое лечение. В случае записи суммы оплаты в долг и в случае оплаты долга на сумму долга
В случае рассрочки оплаты за прием на сумму рассрочки.";5.00;5.00;"10%, скидка не распространяется на следующие категории услуг: Имплантаты, Абатменты, Материалы и аксессуары, Материалы и мембраны, Гигиенические средства. Ортодонтическое лечение. В случае записи суммы оплаты в долг и в случае оплаты долга на сумму долга
В случае рассрочки оплаты за прием на сумму рассрочки.";10.00;10.00;;;;;;;;;;;;;;;;Ленинский;ул. Блюхера, 30, Хирургический центр сети клиник «Дентал-Сервис»;(383) 308-17-98;09.00 - 21.00, 09.00 - 15.00 суббота, воскресенье;www.dentservice.ru;office@dentservice.ru;Сеть «Дентал-Сервис» - это 5 клиник и учебный центр «ДентМастер». Самые передовые технологии, лучшие врачи и отличный сервис. За 16 лет работы - безупречная репутация среди профессионалов и настоящее признание у пациентов.
1154;НОВОСИБИРСК;Медицина;Стоматология;Сеть клиник «Маэстро Стоматологии»;Маэстро Стоматологии;сеть клиник;(383) 222-39-69;10%, во время акций дополнительная скидка 2% к скидке  по акции.;10.00;10.00;15%, во время акций дополнительная скидка 3% к скидке  по акции.;15.00;15.00;;;;;;;;;;;;;15%, во время акций дополнительная скидка 3% к скидке  по акции.;15.00;15.00;Железнодорожный;ул. Ленина, 12, 10 этаж;(383) 222-39-69, 222-55-87;09.00 - 21.00 ежедневно.;www.centr-stom.ru, www.maestrostom.ru;centr-stom@inbox.ru;Весь комплекс стоматологических услуг. Панорамные снимки. Лазерная стоматология. Имплантация. Голливудская улыбка - виниры. Отбеливание, украшения для зубов. Киносеанс во время лечения. Бесплатная комплексная консультация.
1154;НОВОСИБИРСК;Медицина;Стоматология;Сеть клиник «Маэстро Стоматологии»;Маэстро Стоматологии;сеть клиник;(383) 222-39-69;10%, во время акций дополнительная скидка 2% к скидке  по акции.;10.00;10.00;15%, во время акций дополнительная скидка 3% к скидке  по акции.;15.00;15.00;;;;;;;;;;;;;15%, во время акций дополнительная скидка 3% к скидке  по акции.;15.00;15.00;Дзержинский;пр-т Дзержинского, 1/1, 7 этаж;(383) 328-34-34;08.00 - 20.00 ежедневно.;www.centr-stom.ru, www.maestrostom.ru;centr-stom@inbox.ru;Весь комплекс стоматологических услуг. Панорамные снимки. Лазерная стоматология. Имплантация. Голливудская улыбка - виниры. Отбеливание, украшения для зубов. Киносеанс во время лечения. Бесплатная комплексная консультация.
56;НОВОСИБИРСК;Медицина;Стоматология;«Стоматологическая клиника Мечковских»;Стоматологическая клиника Мечковских;;;6 %;6.00;6.00;12 %;12.00;12.00;;;;;;;;;;;;;;;;Заельцовский;ул. Галущака, 2;(383) 246-03-07, 263-88-53;08.00 - 21.00 ежедневно.;;dentsib@ngs.ru;Комплексная консультация в первое посещение. Подробный план лечения. Качественное и надежное решение стоматологических задач. Бесплатное гарантийное обслуживание.
39;НОВОСИБИРСК;Медицина;Стоматология;«Стоматологический Центр Бруевых»;Стоматологический Центр Бруевых;;;2% протезирование, 4% - 7% лечение.;2.00;7.00;3% протезирование, 10% лечение.;3.00;10.00;;;;;;;;;;;;;;;;Центральный;ул. Коммунистическая, 35;(383) 223-03-06, 213-13-12;08.00 - 20.00, 09.00 - 18.00 в субботу, выходной - воскресенье.;;;Лечение, протезирование, исправление прикуса взрослым и детям, удаление зубов.
2932;НОВОСИБИРСК;Медицина;Стоматология;Медицинский центр «Тет-а-тет»;Тет-а-тет;медицинский центр;(383) 203-31-94;10 %;10.00;10.00;15 %;15.00;15.00;;;;;;;;;;;;;;;;Заельцовский;ул. Жуковского, 115;(383) 203-31-94;09.00 - 20.00, суббота, воскресенье - выходной. Вакцинация (иммуноглобулин) ежедневно круглосуточно.;www.tettet.ru;;"Стоматологическое отделение: лечение на современном оборудовании, рентген,  интраоральные видеокамеры и индивидуальные мониторы, нано-технологические импортные пломбировочные материалы, современные методы протезирования, косметическая реставрация, гарантия на лечение и материалы.
 Профессиональная медицинская деятельность, квалифицированные врачи и доступные цены!"
3155;НОВОСИБИРСК;Медицина;Товары для животных, ветеринарные услуги;ЗОО Салон «Артемон»;Артемон;зоо салон;(383) 292-33-85;7% на товары, 10% на услуги;7.00;10.00;10% на товары, 15% на услуги;10.00;15.00;;;;;;;;;;;;;;;;Калининский;ул. Б. Хмельницкого, 28;(383) 292-33-85, 271-22-72, 287-37-28; 10-00 - 20-00 ежедневно.;www.artemon-zoo.ru;Artemon_29@mail.ru;"Профессиональная косметика на разлив, ветпрепараты, аксессуары, игрушки, одежда, корма.
Услуги: грумер, стоматолог, гомеопат, астролог."
1153;НОВОСИБИРСК;Медицина;Товары для животных, ветеринарные услуги; « Ветеринарная аптека»;Ветеринарная аптека;;;4 %;4.00;4.00;;;;;;;;;;;;;;;;;;;Центральный;ул. Гоголя, 27а;(383) 224-74-00;09.00 -19.30, 10.00-19.00  в субботу- воскресенье;;;Большой ассортимент базовых и профессиональных кормов. Диетическое питание, ветеринарные препараты, косметика, аксессуары для ваших питомцев. Профессиональная консльтация.
327;НОВОСИБИРСК;Медицина;Товары для животных, ветеринарные услуги;Ветеринарная аптека ООО ЦВМ «Мастер Вет»;Мастер Вет;ветеринарная аптека;;4 %;4.00;4.00;;;;;;;;;;;;;;;;;;;Центральный;ул. Советская, 62;(383) 221-79-27;"09.00 - 19.30; 10.00 - 18.00 в субботу, воскресенье.";;;Большой ассортимент базовых и профессиональных кормов. Диетическое питание. Ветеринарные препараты. Косметика для Ваших питомцев. Профессиональная консультация.
2792;НОВОСИБИРСК;Одежда;Меха;Меховой салон «ИСТ-НОВА»;ИСТ-НОВА;меховой салон;(383) 266-80-10;"5%, является дополнительной при акциях и покупке в кредит!
Не распространяется на товар с фиксированной стоимостью на красных ценниках.";5.00;5.00;;;;;;;;;;;;;;;;;;;Октябрьский;ул. Восход, 7;(383) 266-80-10;09.00 - 19.30 ежедневно.;www.ist-nova.ru;marina-samarskay@yandex.ru;Широкий ассортимент изделий из меха и кожи. Действует расширенная система кредитования, что значительно облегчает ваши покупки.
2792;НОВОСИБИРСК;Одежда;Меха;Меховой салон «ИСТ-НОВА»;ИСТ-НОВА;меховой салон;(383) 266-80-10;"5%, является дополнительной при акциях и покупке в кредит!
Не распространяется на товар с фиксированной стоимостью на красных ценниках.";5.00;5.00;;;;;;;;;;;;;;;;;;;Ленинский;пл. К. Маркса, 1 ГУМ, 2 этаж;(383) 314-88-30;"10.00-20.00; воскресенье 10.00-19.00";www.ist-nova.ru;marina-samarskay@yandex.ru;Широкий ассортимент изделий из меха и кожи. Действует расширенная система кредитования, что значительно облегчает ваши покупки.
145;НОВОСИБИРСК;Одежда;Меха;Меховой салон «КомильФо»;КомильФо;меховой салон;;5 %;5.00;5.00;8 %;8.00;8.00;;;;;;;;;;;;;;;;Железнодорожный;Вокзальная магистраль, 8б (ТЦ «Флагман», 3 этаж);(383) 222-03-03;10.00 - 20.00 ежедневно.;;;Коллекция стильной женской и мужской одежды из меха и кожи, изделия из текстиля. Наличный и безналичный расчет. Продажа в кредит.
851;НОВОСИБИРСК;Одежда;Меха;Меховой салон   «Сильверина»;Сильверина;меховой салон;;5 %;5.00;5.00;;;;;;;;;;;;;;;;;;;Калининский;ул. Б. Хмельницкого, 52;(383) 271-56-63;10.00 - 19.00 без обеда, понедельник, воскресенье - выходной, сентябрь-февраль выходной понедельник;;silverina@ngs.ru;Продажа меховых изделий по ценам от производителя. Индивидуальный пошив с участием художника модельера и кожаных изделий. Реставрация. 
2285;НОВОСИБИРСК;Одежда;Обувные салоны;Салон обуви «GOLD»;GOLD;салон обуви;346-15-66;10 %;10.00;10.00;;;;;;;;;;;;;;;;;;;Ленинский;пр-т К. Маркса, 13;(383) 346-15-66; 10.00 - 20.00 ежедневно.;;;Обувь для широкого круга потребителей. Товары по уходу за обувью. Наши покупатели - люди самых разных возрастов. Средний ценовой сегмент.
2284;НОВОСИБИРСК;Одежда;Обувные салоны;Салоны обуви «PARA»;PARA;салоны обуви;314-00-50;10 %;10.00;10.00;;;;;;;;;;;;;;;;;;;Ленинский;пл. К. Марска, стр. 3;;10.00 - 22.00 ежедневно.;;;Широкий ассортимент молодежной модной женской и мужской обуви ведущих производителей постоянно пополняется новыми коллекциями.
2284;НОВОСИБИРСК;Одежда;Обувные салоны;Салоны обуви «PARA»;PARA;салоны обуви;314-00-50;10 %;10.00;10.00;;;;;;;;;;;;;;;;;;;Ленинский;пр-т К. Маркса, 15;(383) 314-00-50;10.00 - 20.00 ежедневно.;;;Широкий ассортимент молодежной модной женской и мужской обуви ведущих производителей постоянно пополняется новыми коллекциями.
2284;НОВОСИБИРСК;Одежда;Обувные салоны;Салоны обуви «PARA»;PARA;салоны обуви;314-00-50;10 %;10.00;10.00;;;;;;;;;;;;;;;;;;;Заельцовский;ул. Д. Ковальчук, 179/4;(383) 325-03-93;10.00 - 21.00 ежедневно.;;;Широкий ассортимент молодежной модной женской и мужской обуви ведущих производителей постоянно пополняется новыми коллекциями.
2286;НОВОСИБИРСК;Одежда;Обувные салоны;Салон обуви «PARAD»;PARAD;салон обуви;216-62-65;10 %;10.00;10.00;;;;;;;;;;;;;;;;;;;Заельцовский;ул. Д. Ковальчук, 179/2;(383) 216-62-65;10.00 - 20.00 ежедневно.;;;Небольшой уютный магазин поражает разнообразным ассортиментом обуви. Обувь для всех и каждого. Даже самый требовательный покупатель будет доволен.
125;НОВОСИБИРСК;Одежда;Обувные салоны;Салон обуви «Виконт»;Виконт;салон обуви;;5% только на обувь.;5.00;5.00;10% только на обувь.;10.00;10.00;;;;;;;;;;10% только на обувь.;10.00;10.00;;;;Ленинский;пр-т К. Маркса, 15;(383) 346-22-44;10.00 - 20.00 ежедневно.;;;Высококачественная обувь лучших отечественных и зарубежных производителей. Ждем Вас в наших салонах.
125;НОВОСИБИРСК;Одежда;Обувные салоны;Салон обуви «Виконт»;Виконт;салон обуви;;5% только на обувь.;5.00;5.00;10% только на обувь.;10.00;10.00;;;;;;;;;;10% только на обувь.;10.00;10.00;;;;Центральный;Красный проспект, 57;(383)218-49-47;10.00 - 20.00, 10.00 - 19.00 в воскресенье;;;Высококачественная обувь лучших отечественных и зарубежных производителей. Ждем Вас в наших салонах.
2283;НОВОСИБИРСК;Одежда;Обувные салоны;Салоны обуви «Найт»;Найт;салоны обуви;218-87-75;10 %;10.00;10.00;;;;;;;;;;;;;;;;;;;Ленинский;пр-т К. Маркса, 22;;10.00 - 20.00 ежедневно.;;;14-летний опыт работы с клиентами. Покупателям предлагаем широкий ассортимент модной мужской и женской обуви ведущих производителей. Ассортимент постоянно пополняется новыми коллекциями. А так же предлагаем товары по уходу за обувью. В торговых залах удобные примерочные зоны, вешалки, большие зеркала. В центре города расположен Сервис-Центр (послепродажное обслуживание).
2283;НОВОСИБИРСК;Одежда;Обувные салоны;Салоны обуви «Найт»;Найт;салоны обуви;218-87-75;10 %;10.00;10.00;;;;;;;;;;;;;;;;;;;Центральный;Красный проспект, 31;(383) 218-87-75;10.00 - 20.00 ежедневно.;;;14-летний опыт работы с клиентами. Покупателям предлагаем широкий ассортимент модной мужской и женской обуви ведущих производителей. Ассортимент постоянно пополняется новыми коллекциями. А так же предлагаем товары по уходу за обувью. В торговых залах удобные примерочные зоны, вешалки, большие зеркала. В центре города расположен Сервис-Центр (послепродажное обслуживание).
2283;НОВОСИБИРСК;Одежда;Обувные салоны;Салоны обуви «Найт»;Найт;салоны обуви;218-87-75;10 %;10.00;10.00;;;;;;;;;;;;;;;;;;;Ленинский;пр-т К. Маркса, 5;(383) 218-87-75;10.00 - 20.00 ежедневно.;;;14-летний опыт работы с клиентами. Покупателям предлагаем широкий ассортимент модной мужской и женской обуви ведущих производителей. Ассортимент постоянно пополняется новыми коллекциями. А так же предлагаем товары по уходу за обувью. В торговых залах удобные примерочные зоны, вешалки, большие зеркала. В центре города расположен Сервис-Центр (послепродажное обслуживание).
2283;НОВОСИБИРСК;Одежда;Обувные салоны;Салоны обуви «Найт»;Найт;салоны обуви;218-87-75;10 %;10.00;10.00;;;;;;;;;;;;;;;;;;;Октябрьский;ул. Б. Богаткова, 206;;10.00 - 20.00 ежедневно.;;;14-летний опыт работы с клиентами. Покупателям предлагаем широкий ассортимент модной мужской и женской обуви ведущих производителей. Ассортимент постоянно пополняется новыми коллекциями. А так же предлагаем товары по уходу за обувью. В торговых залах удобные примерочные зоны, вешалки, большие зеркала. В центре города расположен Сервис-Центр (послепродажное обслуживание).
2283;НОВОСИБИРСК;Одежда;Обувные салоны;Салоны обуви «Найт»;Найт;салоны обуви;218-87-75;10 %;10.00;10.00;;;;;;;;;;;;;;;;;;;Заельцовский;Красный проспект, 186;(383) 226-47-40;10.00 - 20.00 ежедневно.;;;14-летний опыт работы с клиентами. Покупателям предлагаем широкий ассортимент модной мужской и женской обуви ведущих производителей. Ассортимент постоянно пополняется новыми коллекциями. А так же предлагаем товары по уходу за обувью. В торговых залах удобные примерочные зоны, вешалки, большие зеркала. В центре города расположен Сервис-Центр (послепродажное обслуживание).
1012;НОВОСИБИРСК;Одежда;Одежда, галантерея, аксессуары;Магазин «Jus D`Orange»;Jus D`Orange;магазин;;4 %;4.00;4.00;8 %;8.00;8.00;;;;;;;;;;6 %;6.00;6.00;;;;Железнодорожный;пр-т Димитрова, 6;(383) 218-23-85;11.00 - 20.00 ежедневно;www.jusdorange.fr;leolcom@mail.ru;Женская одежда из Франции. Официальный представитель ТМ.  Jus D`Orange
59;НОВОСИБИРСК;Одежда;Одежда, галантерея, аксессуары;Салон «Violet». Одежда для будущих мам.;Violet;салон одежды для будущих мам;;3 %;3.00;3.00;10 %;10.00;10.00;;;;;;;;;;7 %;7.00;7.00;;;;Железнодорожный;Вокзальная магистраль, 8б (ТЦ «Флагман»);(383) 22-70-285, Факс:(383) 22-70-285;10.00 - 20.00 ежедневно.;violet.sibmama.ru;violet-nsk@online.su;Одежда для беременных европейского качества. Белье для беременных и кормящих мам. Колготки. Средства гигиены. Корректирующее белье.
59;НОВОСИБИРСК;Одежда;Одежда, галантерея, аксессуары;Салон «Violet». Одежда для будущих мам.;Violet;салон одежды для будущих мам;;3 %;3.00;3.00;10 %;10.00;10.00;;;;;;;;;;7 %;7.00;7.00;;;;Центральный;ул. Гоголя, 34 (ТЦ «Окружной»);(383) 214-82-13;10.00 - 20.00 ежедневно.;violet.sibmama.ru;violet-nsk@online.su;Одежда для беременных европейского качества. Белье для беременных и кормящих мам. Колготки. Средства гигиены. Корректирующее белье.
59;НОВОСИБИРСК;Одежда;Одежда, галантерея, аксессуары;Салон «Violet». Одежда для будущих мам.;Violet;салон одежды для будущих мам;;3 %;3.00;3.00;10 %;10.00;10.00;;;;;;;;;;7 %;7.00;7.00;;;;Октябрьский;ул. Б. Богаткова, 210/1 (ТЦ «Альянс»);;10.00 - 22.00 ежедневно.;violet.sibmama.ru;violet-nsk@online.su;Одежда для беременных европейского качества. Белье для беременных и кормящих мам. Колготки. Средства гигиены. Корректирующее белье.
59;НОВОСИБИРСК;Одежда;Одежда, галантерея, аксессуары;Салон «Violet». Одежда для будущих мам.;Violet;салон одежды для будущих мам;;3 %;3.00;3.00;10 %;10.00;10.00;;;;;;;;;;7 %;7.00;7.00;;;;Ленинский;Салон «Mama i ya», ул. Троллейная, 130а(ТЦ «Континент»);(383)233-31-41;10.00 - 22.00 ежедневно.;violet.sibmama.ru;violet-nsk@online.su;Одежда для беременных европейского качества. Белье для беременных и кормящих мам. Колготки. Средства гигиены. Корректирующее белье.
59;НОВОСИБИРСК;Одежда;Одежда, галантерея, аксессуары;Салон «Violet». Одежда для будущих мам.;Violet;салон одежды для будущих мам;;3 %;3.00;3.00;10 %;10.00;10.00;;;;;;;;;;7 %;7.00;7.00;;;;Ленинский;Салон «9 fashion», ул. Ватутина, 28а(ТЦ «Подсолнух»);(383) 238-08-14;10.00 - 20.00 ежедневно.;violet.sibmama.ru;violet-nsk@online.su;Одежда для беременных европейского качества. Белье для беременных и кормящих мам. Колготки. Средства гигиены. Корректирующее белье.
81;НОВОСИБИРСК;Одежда;Одежда, галантерея, аксессуары;ТЦ «Галерея Максима»;Галерея Максима;Торговый центр;;5 %;5.00;5.00;8 %;8.00;8.00;;;;;;;;;;;;;;;;Железнодорожный;Вокзальная магистраль, 6а;(383) 218-39-50, Факс:(383) 217-76-56;11.00 - 20.00, 11.00 - 19.00 в воскресенье.;;maxima@cns.ru;«Галерея МАКСИМА» - это один из крупнейших универмагов в Новосибирске, 4 этажа мужской и женской одежды. Здесь вы найдёте буквально всё – актуальные коллекции от ведущих европейских домов моды, деловые костюмы, вечерние платья, головные уборы, одежду для отдыха и огромное количество аксессуаров. В широком ассортименте изделия из меха и кожи,  а также обувь, белье,  трикотаж.
732;НОВОСИБИРСК;Одежда;Одежда, галантерея, аксессуары;Фирменные магазины «ПЕПЛОС»;ПЕПЛОС;Фирменные магазины;;5%, скидка не суммируется с другими дисконтными картами;5.00;5.00;10%, скидка не суммируется с другими дисконтными картами;10.00;10.00;;;;;;;;;;;;;;;;Железнодорожный;пр-т Димитрова, 12 (напротив ЦУМа);(383) 222-25-80;10.00 - 20.00, 10.00 - 18.00 в воскресенье;;peplos-nsk@mail.ru;Выбор моделей марок 'ПЕПЛОС' и 'Majestic  Legate' не только велик, но и всегда моден, в которых оптимально совмещены стиль и качество, современность и классика.
